,Saison,Semaine Entrainement,Date,Time on playing field (s),Total distance (m),Distance in speed zone ? 25 km/h (m),Jumps,Impacts,Accelerations,Decelerations,Sprints,Change of direction,Jump Load per mass (J/kg),Accum Acceleration Load,High Metabolic Load Distance (m),Maximum speed (km/h),Maximum acceleration (m/s²),Maximum deceleration (m/s²),Blessures
2082,2018/2019,19,04/12/2018,4974.0,3544.0,0.0,20.0,0.0,15.0,12.0,0.0,6.0,56.27,371.56,64.0,21.27,4.37,-2.93,0.0
2083,2018/2019,19,04/12/2018,4195.0,3703.0,0.0,31.0,0.0,22.0,18.0,0.0,0.0,103.25,421.26,88.0,21.13,4.12,-3.71,0.0
2084,2018/2019,19,04/12/2018,5840.0,5249.0,0.0,54.0,2.0,19.0,16.0,0.0,10.0,191.85,445.33,107.0,20.89,3.47,-3.12,0.0
2085,2018/2019,19,04/12/2018,5026.0,3502.0,0.0,10.0,0.0,16.0,5.0,0.0,0.0,22.36,411.7,43.0,20.46,3.08,-3.48,0.0
2086,2018/2019,19,04/12/2018,5231.0,3255.0,0.0,25.0,0.0,14.0,10.0,0.0,3.0,59.67,346.91,60.0,20.16,3.33,-3.19,0.0
2087,2018/2019,19,04/12/2018,5301.0,3125.0,0.0,16.0,3.0,8.0,3.0,0.0,0.0,34.19,352.05,29.0,19.83,3.05,-4.23,0.0
2088,2018/2019,19,04/12/2018,5569.0,3397.0,0.0,14.0,2.0,6.0,7.0,0.0,0.0,32.71,350.2,28.0,19.68,2.62,-2.69,1.0
2089,2018/2019,19,04/12/2018,3964.0,3330.0,0.0,1.0,0.0,28.0,21.0,0.0,1.0,3.0,358.53,68.0,19.41,3.92,-3.97,0.0
2090,2018/2019,19,04/12/2018,5377.0,6366.0,0.0,8.0,3.0,64.0,31.0,0.0,43.0,22.49,617.0,317.0,19.3,3.02,-2.97,0.0
2091,2018/2019,19,04/12/2018,5862.0,3003.0,0.0,8.0,0.0,7.0,6.0,0.0,2.0,17.94,320.83,31.0,18.99,3.39,-3.78,0.0
2092,2018/2019,19,04/12/2018,4229.0,3728.0,0.0,35.0,0.0,27.0,15.0,0.0,2.0,128.22,375.19,101.0,18.52,3.48,-3.36,0.0
2093,2018/2019,19,04/12/2018,5374.0,4293.0,0.0,19.0,0.0,18.0,3.0,0.0,1.0,43.77,499.12,65.0,18.31,3.78,-2.67,0.0
2094,2018/2019,19,04/12/2018,5173.0,3854.0,0.0,26.0,0.0,11.0,5.0,0.0,0.0,66.32,440.84,31.0,16.22,2.68,-2.74,0.0
2095,2018/2019,19,05/12/2018,2253.0,2599.0,39.0,6.0,0.0,22.0,20.0,0.0,1.0,21.49,249.52,483.0,29.0,3.9,-3.67,0.0
2096,2018/2019,19,05/12/2018,3548.0,4461.0,100.0,7.0,0.0,42.0,41.0,0.0,5.0,20.97,453.93,1134.0,27.58,3.75,-3.38,0.0
2097,2018/2019,19,05/12/2018,3742.0,4037.0,0.0,23.0,0.0,44.0,31.0,0.0,10.0,81.95,445.18,326.0,23.82,3.19,-3.49,0.0
2098,2018/2019,19,05/12/2018,3329.0,3256.0,0.0,19.0,0.0,47.0,28.0,0.0,5.0,54.6,396.82,365.0,23.79,3.68,-3.13,0.0
2099,2018/2019,19,05/12/2018,2379.0,2165.0,0.0,5.0,0.0,18.0,13.0,0.0,2.0,10.75,291.88,157.0,23.46,3.67,-2.95,0.0
2100,2018/2019,19,05/12/2018,3544.0,2521.0,0.0,7.0,0.0,3.0,5.0,0.0,0.0,21.61,290.38,63.0,23.1,3.89,-2.94,0.0
2101,2018/2019,19,05/12/2018,3268.0,3017.0,0.0,15.0,0.0,30.0,10.0,0.0,2.0,53.22,423.35,248.0,22.45,3.81,-3.11,0.0
2102,2018/2019,19,06/12/2018,4172.0,3269.0,24.0,44.0,0.0,39.0,17.0,6.0,3.0,146.7,359.79,298.0,27.4,3.81,-3.47,0.0
2103,2018/2019,19,06/12/2018,4402.0,3226.0,21.0,33.0,0.0,24.0,11.0,3.0,2.0,108.91,355.84,187.0,27.15,3.99,-3.11,0.0
2104,2018/2019,19,06/12/2018,5332.0,3855.0,10.0,35.0,3.0,48.0,26.0,11.0,5.0,114.55,356.12,501.0,26.17,3.65,-3.82,0.0
2105,2018/2019,19,06/12/2018,5328.0,4019.0,5.0,39.0,5.0,23.0,18.0,2.0,13.0,114.91,460.21,171.0,25.55,3.62,-3.62,0.0
2106,2018/2019,19,06/12/2018,5140.0,4590.0,5.0,38.0,15.0,41.0,22.0,4.0,4.0,132.52,506.47,309.0,25.44,3.65,-3.97,0.0
2107,2018/2019,19,06/12/2018,5235.0,3971.0,7.0,47.0,4.0,51.0,24.0,6.0,7.0,120.42,472.59,466.0,25.28,4.3,-3.53,0.0
2108,2018/2019,19,06/12/2018,4640.0,4192.0,5.0,51.0,10.0,28.0,15.0,3.0,2.0,184.05,420.29,180.0,25.24,3.58,-2.85,0.0
2109,2018/2019,19,06/12/2018,5282.0,3596.0,4.0,24.0,2.0,35.0,15.0,4.0,3.0,87.17,417.5,262.0,25.11,3.82,-3.56,0.0
2110,2018/2019,19,06/12/2018,5589.0,3829.0,4.0,22.0,6.0,31.0,20.0,4.0,4.0,63.26,442.08,222.0,25.01,3.35,-4.29,0.0
2111,2018/2019,19,06/12/2018,4998.0,3577.0,0.0,40.0,5.0,42.0,17.0,1.0,1.0,142.8,394.46,180.0,24.78,3.9,-3.32,0.0
2112,2018/2019,19,06/12/2018,5355.0,3665.0,0.0,20.0,8.0,13.0,9.0,1.0,3.0,43.51,453.27,88.0,24.21,2.67,-2.75,0.0
2113,2018/2019,19,06/12/2018,5221.0,3803.0,0.0,16.0,13.0,26.0,17.0,1.0,3.0,52.59,436.53,141.0,23.36,3.4,-2.82,0.0
2114,2018/2019,19,06/12/2018,4670.0,4168.0,0.0,40.0,5.0,21.0,7.0,2.0,2.0,118.49,413.41,143.0,23.25,3.48,-2.91,0.0
2115,2018/2019,19,06/12/2018,4697.0,3060.0,0.0,33.0,5.0,18.0,9.0,0.0,3.0,116.19,350.68,80.0,22.19,3.29,-2.79,0.0
2116,2018/2019,19,06/12/2018,4983.0,2069.0,0.0,5.0,0.0,5.0,4.0,0.0,0.0,9.93,280.21,15.0,21.89,3.92,-2.79,0.0
2117,2018/2019,19,06/12/2018,5125.0,3575.0,0.0,43.0,12.0,20.0,15.0,0.0,3.0,127.9,448.25,106.0,21.68,3.29,-3.61,0.0
2118,2018/2019,19,06/12/2018,5347.0,3525.0,0.0,11.0,9.0,6.0,9.0,0.0,2.0,24.45,405.33,55.0,21.37,3.28,-3.95,0.0
2119,2018/2019,19,06/12/2018,3227.0,3132.0,0.0,34.0,0.0,22.0,12.0,0.0,3.0,100.26,399.76,95.0,20.89,3.54,-2.6,0.0
2120,2018/2019,19,06/12/2018,5089.0,2765.0,0.0,18.0,1.0,12.0,7.0,0.0,3.0,48.03,278.1,62.0,20.58,2.93,-2.77,0.0
2121,2018/2019,19,06/12/2018,3200.0,3397.0,0.0,46.0,0.0,26.0,15.0,0.0,4.0,132.31,392.7,93.0,20.35,3.39,-2.66,0.0
2122,2018/2019,19,06/12/2018,3381.0,3131.0,0.0,30.0,0.0,25.0,6.0,0.0,3.0,106.47,457.66,98.0,19.84,3.04,-2.49,0.0
2123,2018/2019,19,06/12/2018,3322.0,3515.0,0.0,32.0,0.0,27.0,23.0,0.0,7.0,111.85,398.51,107.0,19.44,2.92,-2.98,0.0
2124,2018/2019,19,06/12/2018,5043.0,2996.0,0.0,17.0,0.0,31.0,31.0,0.0,3.0,45.63,417.0,45.0,19.17,4.01,-4.19,0.0
2125,2018/2019,19,06/12/2018,4225.0,3306.0,0.0,25.0,3.0,18.0,4.0,0.0,2.0,51.68,343.5,55.0,18.86,3.51,-2.89,0.0
2126,2018/2019,19,06/12/2018,2277.0,2490.0,0.0,0.0,0.0,22.0,17.0,0.0,2.0,0.0,290.33,56.0,18.47,3.98,-4.27,0.0
2127,2018/2019,19,06/12/2018,2598.0,1813.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,1.29,198.63,18.0,18.17,2.95,-2.79,0.0
2128,2018/2019,19,06/12/2018,5183.0,2059.0,0.0,4.0,0.0,6.0,4.0,0.0,0.0,9.54,267.56,7.0,14.71,4.16,-3.53,0.0
2129,2018/2019,19,07/12/2018,6377.0,4426.0,4.0,44.0,0.0,21.0,14.0,0.0,3.0,146.28,537.13,150.0,25.41,3.53,-2.99,0.0
2130,2018/2019,19,07/12/2018,5717.0,4667.0,0.0,21.0,0.0,33.0,29.0,0.0,11.0,73.99,610.48,192.0,23.54,3.64,-3.16,0.0
2131,2018/2019,19,07/12/2018,4795.0,4946.0,0.0,39.0,0.0,55.0,45.0,0.0,20.0,127.01,575.21,294.0,23.5,3.56,-3.52,0.0
2132,2018/2019,19,07/12/2018,5939.0,4731.0,0.0,22.0,0.0,33.0,22.0,0.0,12.0,90.33,507.6,162.0,22.93,4.0,-2.9,0.0
2133,2018/2019,19,07/12/2018,5397.0,4437.0,0.0,20.0,0.0,14.0,4.0,0.0,2.0,60.1,531.64,53.0,22.06,3.82,-2.6,0.0
2134,2018/2019,19,07/12/2018,5808.0,3551.0,0.0,32.0,0.0,6.0,7.0,0.0,4.0,83.87,448.7,40.0,21.64,3.15,-3.05,0.0
2135,2018/2019,19,07/12/2018,6174.0,4256.0,0.0,15.0,0.0,11.0,1.0,0.0,4.0,45.15,550.4,64.0,21.62,2.73,-3.33,0.0
2136,2018/2019,19,07/12/2018,4366.0,2481.0,0.0,0.0,0.0,25.0,21.0,0.0,0.0,0.0,314.29,65.0,20.86,4.17,-3.9,0.0
2137,2018/2019,19,07/12/2018,5500.0,4714.0,0.0,32.0,0.0,41.0,34.0,0.0,9.0,95.36,547.89,171.0,20.24,3.63,-4.5,0.0
2138,2018/2019,19,07/12/2018,5292.0,3954.0,0.0,22.0,0.0,16.0,11.0,0.0,7.0,67.87,410.37,61.0,18.46,2.98,-2.9,0.0
2139,2018/2019,19,07/12/2018,4749.0,2723.0,0.0,13.0,0.0,9.0,3.0,0.0,1.0,36.89,309.47,33.0,18.44,3.32,-2.64,0.0
2140,2018/2019,19,07/12/2018,5666.0,4005.0,0.0,10.0,0.0,12.0,10.0,0.0,1.0,30.79,455.25,32.0,16.26,3.0,-2.49,0.0
2141,2018/2019,19,07/12/2018,5353.0,2490.0,0.0,5.0,0.0,12.0,5.0,0.0,0.0,12.91,360.46,22.0,15.65,3.3,-2.72,0.0
2142,2018/2019,19,07/12/2018,5394.0,3096.0,0.0,21.0,0.0,3.0,4.0,0.0,0.0,56.08,402.28,9.0,13.55,2.79,-2.62,0.0
2143,2018/2019,20,10/12/2018,4707.0,4367.0,8.0,51.0,3.0,42.0,27.0,5.0,7.0,162.38,468.11,355.0,26.07,3.81,-3.11,0.0
2144,2018/2019,20,10/12/2018,4786.0,3756.0,0.0,41.0,1.0,37.0,22.0,1.0,4.0,145.74,423.28,202.0,24.27,4.29,-2.93,0.0
2145,2018/2019,20,10/12/2018,4772.0,4340.0,0.0,51.0,2.0,30.0,8.0,3.0,10.0,171.37,469.78,195.0,24.07,4.07,-3.08,0.0
2146,2018/2019,20,10/12/2018,4814.0,5016.0,0.0,63.0,2.0,30.0,22.0,1.0,20.0,195.1,482.35,173.0,23.01,3.21,-3.37,1.0
2147,2018/2019,20,10/12/2018,4921.0,4520.0,0.0,31.0,3.0,31.0,20.0,1.0,9.0,90.31,511.9,159.0,22.45,3.81,-3.41,0.0
2148,2018/2019,20,10/12/2018,4029.0,2933.0,0.0,13.0,0.0,20.0,22.0,0.0,4.0,40.73,356.7,72.0,21.25,3.85,-3.17,0.0
2149,2018/2019,20,10/12/2018,4767.0,3787.0,0.0,27.0,2.0,24.0,15.0,0.0,8.0,59.79,388.57,102.0,21.1,3.29,-3.26,0.0
2150,2018/2019,20,10/12/2018,4833.0,3997.0,0.0,31.0,5.0,28.0,26.0,0.0,7.0,108.66,426.5,133.0,20.84,3.12,-2.79,0.0
2151,2018/2019,20,10/12/2018,4830.0,3821.0,0.0,22.0,1.0,9.0,4.0,0.0,1.0,50.06,433.57,28.0,18.63,2.53,-2.69,0.0
2152,2018/2019,20,10/12/2018,4863.0,3409.0,0.0,47.0,3.0,9.0,9.0,0.0,2.0,175.06,347.58,43.0,16.57,2.59,-2.77,0.0
2153,2018/2019,20,10/12/2018,3910.0,2600.0,0.0,14.0,1.0,14.0,7.0,0.0,1.0,35.64,304.44,35.0,14.45,2.94,-2.32,0.0
2154,2018/2019,20,11/12/2018,5637.0,6626.0,49.0,22.0,5.0,99.0,67.0,24.0,40.0,70.2,534.71,2087.0,28.0,4.23,-4.08,0.0
2155,2018/2019,20,11/12/2018,3531.0,3281.0,68.0,22.0,0.0,28.0,19.0,0.0,7.0,61.58,338.12,336.0,26.41,4.08,-3.72,0.0
2156,2018/2019,20,11/12/2018,5499.0,7055.0,38.0,22.0,6.0,79.0,66.0,24.0,39.0,60.86,579.82,1916.0,26.24,4.96,-4.15,0.0
2157,2018/2019,20,11/12/2018,5935.0,6564.0,11.0,25.0,3.0,83.0,48.0,15.0,29.0,61.45,648.71,1130.0,25.3,3.92,-3.07,0.0
2158,2018/2019,20,11/12/2018,5452.0,5947.0,0.0,18.0,1.0,86.0,64.0,8.0,26.0,42.63,548.9,1101.0,24.6,3.57,-3.52,0.0
2159,2018/2019,20,11/12/2018,5085.0,6260.0,0.0,14.0,4.0,98.0,77.0,21.0,42.0,42.78,585.82,1785.0,24.35,4.63,-3.75,0.0
2160,2018/2019,20,11/12/2018,4947.0,4384.0,0.0,34.0,0.0,43.0,32.0,0.0,11.0,115.94,535.09,200.0,24.3,4.37,-4.23,0.0
2161,2018/2019,20,11/12/2018,5590.0,6330.0,0.0,24.0,1.0,83.0,60.0,17.0,49.0,63.92,583.34,1593.0,24.27,3.66,-3.2,0.0
2162,2018/2019,20,11/12/2018,5509.0,6781.0,0.0,26.0,1.0,87.0,29.0,11.0,3.0,94.8,600.72,1264.0,23.97,4.7,-3.29,1.0
2163,2018/2019,20,11/12/2018,5330.0,4533.0,0.0,32.0,0.0,31.0,23.0,0.0,7.0,82.86,568.09,156.0,23.72,3.57,-3.01,0.0
2164,2018/2019,20,11/12/2018,5100.0,3035.0,0.0,5.0,0.0,15.0,15.0,0.0,1.0,19.17,401.17,70.0,22.87,3.28,-3.48,0.0
2165,2018/2019,20,11/12/2018,5836.0,6513.0,0.0,25.0,3.0,92.0,75.0,1.0,37.0,80.47,616.13,923.0,22.49,5.11,-3.85,0.0
2166,2018/2019,20,11/12/2018,5500.0,3520.0,0.0,10.0,0.0,28.0,15.0,0.0,5.0,31.02,450.0,84.0,22.0,4.35,-3.43,0.0
2167,2018/2019,20,11/12/2018,5388.0,4000.0,0.0,26.0,0.0,25.0,15.0,0.0,3.0,83.85,413.27,106.0,21.97,3.22,-2.95,0.0
2168,2018/2019,20,11/12/2018,5888.0,5000.0,0.0,39.0,0.0,48.0,41.0,0.0,9.0,135.61,563.16,228.0,21.66,3.81,-3.21,0.0
2169,2018/2019,20,11/12/2018,4915.0,2888.0,0.0,12.0,2.0,21.0,16.0,0.0,1.0,31.27,354.89,63.0,21.64,3.98,-4.27,0.0
2170,2018/2019,20,11/12/2018,4751.0,3464.0,0.0,0.0,0.0,19.0,13.0,0.0,0.0,0.0,400.48,73.0,21.45,3.28,-3.81,0.0
2171,2018/2019,20,11/12/2018,5433.0,3697.0,0.0,12.0,0.0,7.0,5.0,0.0,3.0,39.09,474.61,40.0,20.14,2.72,-2.73,0.0
2172,2018/2019,20,11/12/2018,5617.0,4962.0,0.0,18.0,0.0,40.0,29.0,0.0,11.0,71.29,643.35,183.0,19.93,3.7,-3.36,0.0
2173,2018/2019,20,11/12/2018,5510.0,3414.0,0.0,25.0,0.0,9.0,5.0,0.0,1.0,67.15,398.94,30.0,19.62,4.01,-2.83,0.0
2174,2018/2019,20,11/12/2018,4963.0,3782.0,0.0,54.0,4.0,18.0,7.0,0.0,2.0,146.9,380.18,56.0,19.53,4.22,-3.8,0.0
2175,2018/2019,20,11/12/2018,5838.0,4324.0,0.0,9.0,0.0,13.0,4.0,0.0,5.0,20.92,525.81,50.0,19.46,3.3,-2.85,0.0
2176,2018/2019,20,11/12/2018,5311.0,4162.0,0.0,20.0,0.0,16.0,12.0,0.0,5.0,68.56,439.0,57.0,18.55,3.28,-3.0,0.0
2177,2018/2019,20,11/12/2018,4868.0,3138.0,0.0,32.0,3.0,17.0,8.0,0.0,6.0,88.37,354.93,50.0,18.52,3.24,-2.66,0.0
2178,2018/2019,20,11/12/2018,4940.0,4264.0,0.0,52.0,12.0,28.0,12.0,0.0,24.0,156.61,513.5,89.0,17.4,3.55,-2.69,0.0
2179,2018/2019,20,11/12/2018,6435.0,4076.0,0.0,13.0,0.0,10.0,8.0,0.0,3.0,48.17,444.94,38.0,17.33,2.8,-2.88,0.0
2180,2018/2019,20,11/12/2018,4563.0,4071.0,0.0,43.0,5.0,14.0,17.0,0.0,5.0,118.36,386.83,68.0,17.29,2.99,-3.52,0.0
2181,2018/2019,20,11/12/2018,4568.0,2288.0,0.0,4.0,0.0,7.0,10.0,0.0,0.0,10.27,255.04,20.0,17.28,3.52,-3.37,0.0
2182,2018/2019,20,11/12/2018,4990.0,3181.0,0.0,11.0,3.0,10.0,6.0,0.0,2.0,24.31,339.85,28.0,17.27,3.27,-2.63,0.0
2183,2018/2019,20,11/12/2018,4650.0,3172.0,0.0,1.0,0.0,10.0,3.0,0.0,0.0,2.02,411.68,31.0,17.22,3.54,-2.9,0.0
2184,2018/2019,20,11/12/2018,3208.0,1838.0,0.0,6.0,0.0,8.0,10.0,0.0,1.0,16.16,202.8,11.0,13.2,3.07,-3.41,0.0
2185,2018/2019,20,12/12/2018,6050.0,4502.0,44.0,30.0,12.0,33.0,23.0,6.0,4.0,97.75,544.92,273.0,26.92,4.46,-4.48,0.0
2186,2018/2019,20,12/12/2018,4944.0,3358.0,8.0,36.0,2.0,23.0,11.0,8.0,1.0,110.8,430.02,214.0,25.83,3.51,-2.64,0.0
2187,2018/2019,20,12/12/2018,5082.0,3334.0,6.0,19.0,6.0,27.0,14.0,1.0,6.0,51.82,474.34,174.0,25.51,3.7,-3.54,1.0
2188,2018/2019,20,12/12/2018,5547.0,4397.0,4.0,30.0,2.0,18.0,14.0,4.0,6.0,82.68,435.27,168.0,25.08,3.94,-3.85,0.0
2189,2018/2019,20,12/12/2018,5659.0,3823.0,0.0,54.0,12.0,13.0,10.0,6.0,2.0,176.7,524.41,200.0,24.9,2.9,-3.45,0.0
2190,2018/2019,20,12/12/2018,5704.0,4158.0,0.0,30.0,9.0,25.0,8.0,2.0,7.0,86.07,502.33,184.0,24.68,3.05,-2.96,0.0
2191,2018/2019,20,12/12/2018,5895.0,3798.0,0.0,27.0,1.0,19.0,12.0,4.0,2.0,93.14,471.32,256.0,24.23,4.3,-3.01,0.0
2192,2018/2019,20,12/12/2018,5756.0,4014.0,0.0,36.0,2.0,31.0,9.0,6.0,1.0,121.01,425.51,243.0,24.2,3.34,-3.33,0.0
2193,2018/2019,20,12/12/2018,4775.0,2991.0,0.0,27.0,8.0,29.0,24.0,2.0,4.0,74.26,335.26,227.0,24.17,3.89,-3.05,0.0
2194,2018/2019,20,12/12/2018,4374.0,3674.0,0.0,29.0,0.0,34.0,22.0,0.0,5.0,94.63,420.44,150.0,24.07,3.43,-3.52,0.0
2195,2018/2019,20,12/12/2018,5265.0,3814.0,0.0,24.0,2.0,20.0,17.0,2.0,7.0,60.14,400.51,178.0,24.05,3.81,-3.29,0.0
2196,2018/2019,20,12/12/2018,5017.0,3754.0,0.0,25.0,8.0,21.0,7.0,1.0,11.0,83.73,449.11,132.0,23.99,2.99,-2.87,0.0
2197,2018/2019,20,12/12/2018,5033.0,3849.0,0.0,15.0,0.0,25.0,17.0,0.0,5.0,48.17,390.39,113.0,23.84,3.23,-2.57,0.0
2198,2018/2019,20,12/12/2018,4060.0,2405.0,0.0,12.0,0.0,18.0,19.0,0.0,1.0,33.0,326.59,71.0,23.74,4.99,-3.51,0.0
2199,2018/2019,20,12/12/2018,5474.0,4232.0,0.0,52.0,5.0,9.0,5.0,2.0,2.0,163.78,512.49,88.0,23.57,3.24,-2.56,0.0
2200,2018/2019,20,12/12/2018,2988.0,3121.0,0.0,47.0,0.0,21.0,9.0,0.0,2.0,152.21,349.38,117.0,23.18,4.16,-3.01,0.0
2201,2018/2019,20,12/12/2018,4489.0,4490.0,0.0,47.0,0.0,32.0,17.0,0.0,10.0,151.85,561.54,169.0,22.47,3.87,-3.45,0.0
2202,2018/2019,20,12/12/2018,4130.0,3634.0,0.0,38.0,0.0,19.0,12.0,0.0,1.0,123.83,412.16,100.0,22.37,3.21,-3.28,0.0
2203,2018/2019,20,12/12/2018,4260.0,3691.0,0.0,33.0,0.0,21.0,17.0,0.0,4.0,94.11,425.4,108.0,21.39,3.54,-3.1,0.0
2204,2018/2019,20,12/12/2018,4452.0,3224.0,0.0,3.0,0.0,10.0,5.0,0.0,1.0,5.61,407.88,27.0,21.04,4.32,-3.42,0.0
2205,2018/2019,20,12/12/2018,4954.0,3409.0,0.0,24.0,12.0,13.0,7.0,0.0,5.0,69.77,460.95,70.0,20.58,2.97,-3.24,0.0
2206,2018/2019,20,12/12/2018,4051.0,3554.0,0.0,22.0,0.0,22.0,14.0,0.0,5.0,62.47,350.7,85.0,20.12,3.87,-3.26,0.0
2207,2018/2019,20,12/12/2018,4856.0,3643.0,0.0,6.0,0.0,9.0,5.0,0.0,2.0,15.51,432.65,30.0,19.89,3.52,-3.29,0.0
2208,2018/2019,20,12/12/2018,4873.0,3626.0,0.0,6.0,8.0,12.0,8.0,0.0,5.0,15.76,432.67,50.0,19.73,2.92,-3.13,0.0
2209,2018/2019,20,12/12/2018,5158.0,4028.0,0.0,6.0,0.0,10.0,4.0,0.0,5.0,18.12,435.61,37.0,19.44,3.45,-2.87,0.0
2210,2018/2019,20,12/12/2018,4214.0,3082.0,0.0,63.0,0.0,21.0,21.0,0.0,2.0,194.45,382.63,61.0,19.42,4.56,-3.25,0.0
2211,2018/2019,20,12/12/2018,2879.0,2750.0,0.0,1.0,0.0,32.0,31.0,0.0,0.0,2.35,319.5,53.0,19.32,3.94,-3.58,0.0
2212,2018/2019,20,12/12/2018,5446.0,3735.0,0.0,19.0,0.0,10.0,4.0,0.0,0.0,51.13,454.72,35.0,17.92,2.67,-2.81,0.0
2213,2018/2019,20,12/12/2018,3984.0,2867.0,0.0,58.0,0.0,5.0,3.0,0.0,1.0,203.49,341.51,23.0,17.22,3.1,-3.19,0.0
2214,2018/2019,20,12/12/2018,5511.0,3461.0,0.0,12.0,0.0,23.0,27.0,0.0,2.0,33.68,416.56,50.0,17.01,4.38,-4.29,0.0
2215,2018/2019,20,12/12/2018,5524.0,3040.0,0.0,11.0,1.0,9.0,8.0,0.0,3.0,29.24,335.62,32.0,16.31,3.54,-3.3,0.0
2216,2018/2019,20,12/12/2018,4345.0,3045.0,0.0,12.0,0.0,13.0,11.0,0.0,4.0,37.42,321.49,33.0,16.24,3.17,-3.31,0.0
2217,2018/2019,20,13/12/2018,1552.0,1861.0,11.0,10.0,0.0,34.0,30.0,0.0,7.0,24.29,207.85,349.0,28.06,3.51,-3.31,0.0
2218,2018/2019,20,13/12/2018,1819.0,2221.0,36.0,1.0,0.0,26.0,14.0,0.0,3.0,4.43,261.59,525.0,27.96,4.08,-3.49,0.0
2219,2018/2019,20,13/12/2018,3998.0,4688.0,12.0,20.0,0.0,45.0,33.0,0.0,12.0,68.99,514.93,335.0,26.66,3.38,-3.25,0.0
2220,2018/2019,20,13/12/2018,2144.0,2126.0,0.0,5.0,0.0,36.0,24.0,0.0,4.0,12.27,296.53,253.0,24.9,3.66,-3.54,0.0
2221,2018/2019,20,13/12/2018,2354.0,2509.0,0.0,14.0,0.0,42.0,21.0,0.0,3.0,40.78,304.08,376.0,24.61,3.47,-3.13,0.0
2222,2018/2019,21,17/12/2018,4673.0,3374.0,0.0,13.0,0.0,19.0,12.0,0.0,2.0,30.78,424.15,93.0,24.54,3.21,-3.95,0.0
2223,2018/2019,21,17/12/2018,4302.0,4178.0,0.0,52.0,0.0,47.0,29.0,0.0,23.0,192.18,542.6,275.0,24.38,3.51,-3.34,0.0
2224,2018/2019,21,17/12/2018,4314.0,3765.0,0.0,36.0,0.0,24.0,9.0,0.0,2.0,114.58,458.52,112.0,22.97,3.02,-3.36,0.0
2225,2018/2019,21,17/12/2018,3559.0,2493.0,0.0,9.0,0.0,13.0,8.0,0.0,2.0,19.38,231.09,51.0,21.82,2.95,-2.86,0.0
2226,2018/2019,21,17/12/2018,4041.0,4047.0,0.0,45.0,0.0,29.0,9.0,0.0,3.0,118.72,493.09,141.0,21.5,3.44,-3.07,0.0
2227,2018/2019,21,17/12/2018,4012.0,2614.0,0.0,14.0,0.0,12.0,3.0,0.0,5.0,33.48,403.6,51.0,21.19,4.29,-3.81,0.0
2228,2018/2019,21,17/12/2018,4651.0,2556.0,0.0,32.0,0.0,24.0,11.0,0.0,1.0,101.99,327.67,92.0,20.83,3.56,-2.51,0.0
2229,2018/2019,21,17/12/2018,4455.0,3813.0,0.0,40.0,0.0,37.0,19.0,0.0,4.0,158.46,495.08,145.0,19.72,3.11,-3.15,0.0
2230,2018/2019,21,17/12/2018,3604.0,2850.0,0.0,41.0,2.0,10.0,4.0,0.0,0.0,117.45,340.22,27.0,19.7,2.77,-2.42,0.0
2231,2018/2019,21,17/12/2018,4972.0,3904.0,0.0,18.0,0.0,10.0,5.0,0.0,1.0,44.6,433.19,24.0,19.42,2.76,-2.52,0.0
2232,2018/2019,21,17/12/2018,3561.0,2488.0,0.0,21.0,0.0,17.0,10.0,0.0,4.0,59.07,296.39,65.0,19.42,2.78,-3.69,1.0
2233,2018/2019,21,17/12/2018,3160.0,2880.0,0.0,42.0,1.0,29.0,17.0,0.0,2.0,106.42,282.86,97.0,19.04,3.11,-3.09,0.0
2234,2018/2019,21,17/12/2018,3338.0,2438.0,0.0,18.0,1.0,15.0,9.0,0.0,1.0,57.05,244.71,51.0,18.7,2.99,-2.49,0.0
2235,2018/2019,21,17/12/2018,3738.0,2448.0,0.0,6.0,0.0,30.0,23.0,0.0,3.0,12.22,311.31,58.0,18.51,4.31,-4.29,0.0
2236,2018/2019,21,17/12/2018,3350.0,2600.0,0.0,25.0,0.0,12.0,8.0,0.0,11.0,69.59,288.93,45.0,17.05,3.28,-2.41,0.0
2237,2018/2019,21,17/12/2018,3074.0,2422.0,0.0,11.0,0.0,8.0,5.0,0.0,1.0,36.29,285.02,35.0,14.81,2.55,-2.66,0.0
2238,2018/2019,21,18/12/2018,3717.0,3902.0,0.0,26.0,0.0,37.0,25.0,0.0,6.0,94.16,423.18,227.0,24.45,3.64,-4.28,0.0
2239,2018/2019,21,18/12/2018,4301.0,3199.0,0.0,19.0,0.0,8.0,5.0,0.0,1.0,58.14,372.94,16.0,24.06,3.88,-3.99,0.0
2240,2018/2019,21,18/12/2018,4006.0,3903.0,0.0,42.0,0.0,36.0,21.0,0.0,12.0,154.15,459.68,181.0,22.55,3.46,-3.36,0.0
2241,2018/2019,21,18/12/2018,4817.0,4839.0,0.0,44.0,0.0,52.0,35.0,0.0,12.0,179.73,523.78,215.0,21.82,4.87,-3.28,0.0
2242,2018/2019,21,18/12/2018,4440.0,3703.0,0.0,17.0,0.0,18.0,15.0,0.0,2.0,49.45,369.18,90.0,21.77,3.33,-2.91,0.0
2243,2018/2019,21,18/12/2018,4173.0,3425.0,0.0,23.0,0.0,15.0,9.0,0.0,2.0,69.68,392.17,73.0,21.34,4.18,-2.78,0.0
